ID,SKU,Nombre,"¿En stock?",Stock,Oferta,"Precio normal",Img,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
14453,,"Etiquetas de vinilo PARA PLANCHAR - ESTRELLAS BLUE",1,,,18999,,"Cantidad","33 etiquetas",,0,,,,,,,,
28779,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2022/04/dinosaurios.png,"Modelo",DINOSAURIOS,,0,,,,,,,,
29542,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/08/invitacion-celu-dino-scaled.jpg,"SELECCIONAR DISEÑO",DINOSAURIOS,,0,,,,,,,,
30573,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,8100,https://etiquecosas.ar/wp-content/uploads/2022/06/cherry.jpg,"Cantidad","15 LETRAS",,0,"color",CHERRY,,0,,,,
30738,,"DECORACIÓN CUMPLE | PERRITOS",0,0,,3059,https://etiquecosas.ar/wp-content/uploads/2022/07/guirnalda-perritos.jpeg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30749,,"DECORACIÓN CUMPLE | WOODLAND",0,0,3000,4249,https://etiquecosas.ar/wp-content/uploads/2022/07/woodland.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30759,,"DECORACIÓN CUMPLE | LLAMAS",0,0,2700,3059,https://etiquecosas.ar/wp-content/uploads/2021/05/llamas.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30776,,"DECORACIÓN CUMPLE | BOSQUE",0,0,2753,3059,https://etiquecosas.ar/wp-content/uploads/2022/07/bosque-BLANCO.jpeg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30785,,"DECORACIÓN CUMPLE | ESPACIO",1,1,770,850,https://etiquecosas.ar/wp-content/uploads/2021/05/espacio.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30798,,"DECORACIÓN CUMPLE | SIRENAS",0,0,,3059,https://etiquecosas.ar/wp-content/uploads/2022/07/sirenas3.jpeg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30808,,"DECORACIÓN CUMPLE | CISNES",0,0,,3059,https://etiquecosas.ar/wp-content/uploads/2021/05/cisnes.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30825,,"DECORACIÓN CUMPLE | SELVA",0,0,2753,3059,https://etiquecosas.ar/wp-content/uploads/2021/05/Safari.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30879,,"DECORACIÓN CUMPLE | GRANJA",1,9,3000,4249,https://etiquecosas.ar/wp-content/uploads/2022/07/guirnalda-granja.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30890,,"DECORACIÓN CUMPLE | DINOSAURIOS",0,0,3000,4249,https://etiquecosas.ar/wp-content/uploads/2022/07/guirnalda-dinos.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30903,,"DECORACIÓN CUMPLE | TRANSPORTES",1,3,3000,4200,https://etiquecosas.ar/wp-content/uploads/2022/07/guirnalda-transportes.jpg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
30912,,"DECORACIÓN CUMPLE | FLORES",0,0,,3059,https://etiquecosas.ar/wp-content/uploads/2022/07/guirnalda-flores-doily.jpeg,SELECCIONAR,GUIRNALDA,,0,,,,,,,,
31918,,"Sellos MOTIVADORES con tintas de colores",1,,,16499,https://etiquecosas.ar/wp-content/uploads/2022/08/felicitaciones.jpg,"SELECCIONAR FRASE","FELICITACIONES (azul)",,0,,,,,,,,
31989,,"Etiquetas temáticas SIN DIBUJO",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-lisas-pastel.jpg,"Modelo","Sin dibujo PASTEL",,0,,,,,,,,
32247,,"Combo CAMPAMENTO",1,,,40899,https://etiquecosas.ar/wp-content/uploads/2020/01/Pack-nena-scaled.jpg,"Etiqueta",,,0,"Seleccionar TAG",,,0,,,,
32874,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",C,,0,,,,,,,,
32926,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",C,,0,,,,,,,,
32956,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",C,,0,,,,,,,,
33108,,"Etiquetas decorativas HALLOWEEN",1,5,,500,https://etiquecosas.ar/wp-content/uploads/2022/10/murcielago.jpg,"Modelo",MURCIELAGO,,0,,,,,,,,
33699,,"Etiquetas de vinilo PARA PLANCHAR - LISAS SIN DIBUJO",1,,,18999,,"Cantidad","33 etiquetas",,0,"Modelo",,,0,,,,
34101,,"Etiquetas de vinilo PARA PLANCHAR - SIMONES",1,,,18999,,"Cantidad","33 etiquetas",,0,,,,,,,,
34533,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",GATO,,0,,,,,,,,
39506,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-rainbow.jpg,"Temático","sin dibujo RAINBOW",,0,,,,,,,,
44744,,"ETIQUETAS PARA ALERGIAS",1,,,3671,https://etiquecosas.ar/wp-content/uploads/2022/12/huevo-sofi-chas.jpg,"SELECCIONAR ALERGIA",HUEVO,,0,,,,,,,,
48893,,"Botella térmica - 500 ml",1,3,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-candy.jpg,"color",CANDY,,0,,,,,,,,
49447,,"Cinta para Rotuladora estilo Vintage",0,0,,5870,https://etiquecosas.ar/wp-content/uploads/2023/04/800601.jpg,"color",VERDE,,0,,,,,,,,
52293,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo ROJO - Letra BLANCA",,0,,,,,,,,
52825,,"Bandas de silicona personalizadas. 2 unidades",1,,,19999,,"color BANDA 1",TURQUESA,,0,"color BANDA 2",,,0,"SELECCIONAR DIBUJO",,,0
52953,,"Banda de silicona personalizada. 1 unidad",1,,,10999,,"color",VIOLETA,,0,"SELECCIONAR DIBUJO",,,0,,,,
52957,,"Banda de silicona personalizada. 1 unidad",1,,,10999,,"color",CELESTE,,0,"SELECCIONAR DIBUJO",,,0,,,,
55354,,"Combo PILETA - 7 a 13 años",0,0,,17800,https://etiquecosas.ar/wp-content/uploads/2023/11/antiparras-rosa-youth-1.jpeg,"COLOR ANTIPARRA",ROSA,,0,,,,,,,,
55404,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2021/01/tematicas-sindibujo-multicolor.jpg,"Temático","Sin dibujo MULTICOLOR",,0,,,,,,,,
55442,,"Combo PILETA - 3 a 7 años",0,0,,13900,https://etiquecosas.ar/wp-content/uploads/2023/11/Antiparras-child-verde.jpg,"COLOR ANTIPARRA",VERDE,,0,,,,,,,,
55512,,"Antiparras - 7 a 13 años",0,0,,4000,https://etiquecosas.ar/wp-content/uploads/2023/11/antiparras-rosa-youth-1.jpeg,"color","ROSA Y NARANJA",,0,,,,,,,,
55522,,"Antiparras - 3 a 7 años",0,0,,3500,https://etiquecosas.ar/wp-content/uploads/2023/11/Antiparras-child-rosa.jpg,"color",ROSA,,0,,,,,,,,
56205,,"Etiquetas de vinilo PARA PLANCHAR - AIRE",1,,,18999,,"Cantidad","33 etiquetas",,0,,,,,,,,
56225,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2023/12/tematicas-sindibujo-multicolor.jpg,"Temático","sin dibujo MULTICOLOR",,0,,,,,,,,
59038,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","sin dibujo RAINBOW",,0,,,,,,,,
67658,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",BOSQUE,,0,,,,,,,,
68173,,"Porta lápiz personalizado",1,,,27900,,"SELECCIONAR MEDIDA","GRANDE (nombre de hasta 10 letras)",,0,"color",,,0,,,,
68790,,"Producto prueba 1 - Rojo, Mediano",1,,,4250,,Color,Rojo,,1,Tamaño,Mediano,,1,,,,
68794,,"Producto Prueba 2",1,,,19875,,Color,Rojo,,1,Tamaño,,,1,,,,
68867,,"Etiquetas para frascos VINTAGE - Provenzal, tomillo, avena, quinoa, lentejas",1,40,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/foto-800-px-frasco-vintage-01.png,"Modelo","Provenzal\, tomillo\, avena\, quinoa\, lentejas",,0,,,,,,,,
68894,,"Etiquetas para frascos CHAPLIN VINTAGE - Provenzal, tomillo, adobo, avena, quinoa, lentejas",1,14,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/provenzal.png,"Modelo","Provenzal\, tomillo\, adobo\, avena\, quinoa\, lentejas",,0,,,,,,,,
69122,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2022/06/tag_rainbow.jpg,Modelo,DONAS,,1,,,,,,,,
69182,,"Pins para Crocs",0,,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/pin-arco-iris-sweet.jpg,"PINS PARA CROCS","Arco iris sweet",,1,,,,,,,,
69450,,"Porta chupetes de silicona personalizado",1,11,,13900,https://etiquecosas.ar/wp-content/uploads/2024/07/porta-chupete-marron.jpg,Color,Marrón,,1,,,,,,,,
70440,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-cursiva-colores-4a.jpg,Color,"rojo- verde agua - verde lima - azul oscuro",,1,,,,,,,,
70452,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-bold-colores-4.jpg,Color,"rojo- verde agua - verde lima - azul oscuro",,1,,,,,,,,
70470,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-imprenta-colores-2.jpg,Color,"rojo- verde agua - verde lima - azul oscuro",,1,,,,,,,,
70627,,"SOUVENIR - Stickers universos ilustrados",1,,65880,131760,,Cantidad,"30 souvenirs",,1,,,,,,,,
71041,,"Botella personalizada con nombre transfer",0,0,,58961,,"COLOR BOTELLA",Candy,,0,"COLOR NOMBRE",,,0,,,,
71138,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","5 cm - 35 unidades",,0,,,,,,,,
71669,,"SOUVENIR –  Nombres transfer con relieve",1,,,59972,,Cantidad,"entre 31 y 40 nombres",,0,Color,,,1,Tipografía,,,0
71875,,"Contenedor plegable apilable Ay-Kasa Mini",1,4,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/gris-minibox.jpg,"color","Gris medio",,0,,,,,,,,
72237,,"COMBO UNIVERSOS | pins + etiquetas",1,,,8799,https://etiquecosas.ar/wp-content/uploads/2022/10/combo-pins-universo-skate.jpg,"Seleccionar opción","UNIVERSO SKATE",,0,,,,,,,,
73529,,"Botella térmica - 350 ml",1,24,,52400,https://etiquecosas.ar/wp-content/uploads/2024/11/botella-urban-matcha-3.jpg,"Modelo","URBAN MATCHA",,0,,,,,,,,
73982,,"Tapa sorbetes",1,65,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-COCA-COLA.png,"SELECCIONAR TAPA SORBETES","Coca Cola",,1,,,,,,,,
74537,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2020/01/gama3.jpg,"Color","VIOLETA - FUCSIA - ROSA",,0,,,,,,,,
89473,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-palta.jpg,"Modelo",Palta,,0,,,,,,,,
90340,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,,"color",VERDE,,0,,,,,,,,
90344,,"Parches bordados planchables",1,4,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/wine_time.jpg,"Modelos parches","It´s wine time",,1,,,,,,,,
90500,,"Etiquetas de vinilo PARA PLANCHAR - POSITIVE",1,,,18999,,"Cantidad","33 etiquetas",,0,,,,,,,,
91359,,"Diseños transfer con relieve - LIVE, LOVE, TRAVEL (negro)",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-live-travel-negro.jpg,"Modelo relieve","LIVE\, LOVE\, TRAVEL (negro)",,1,,,,,,,,
91602,,"Zapatilla didáctica de aprendizaje",1,12,,8600,https://etiquecosas.ar/wp-content/uploads/2025/06/colores-cordones.jpg,Color,Verde,,1,,,,,,,,
91642,,"Zapatilla didáctica de aprendizaje - Personalizada con nombre",1,28,,11499,https://etiquecosas.ar/wp-content/uploads/2025/06/colores-cordones.jpg,Color,Verde,,1,,,,,,,,
91737,,"Set de imanes LEGO®",1,8,,22488,https://etiquecosas.ar/wp-content/uploads/2025/06/lego-imanes-11.jpg,Color,Rojo,,1,,,,,,,,
91825,,"Classic Box - Bloque organizador multiuso LEGO®",0,0,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-39.jpg,Color,blanco,,1,,,,,,,,
91845,,"Valija con manija de silicona LEGO®",1,4,,69000,https://etiquecosas.ar/wp-content/uploads/2025/07/valija-lego-10-2.jpg,Color,Rojo,,1,,,,,,,,
91903,,"Botella de Hidratación LEGO® - 500 ml",1,4,,40968,https://etiquecosas.ar/wp-content/uploads/2025/07/botella-legoland.jpg,Color,Legoland,,1,,,,,,,,
519,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",AUTO,,0,,,,,,,,
873,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","SIN TACC",,0,"color",ROSA,,0,,,,
1059,,"Tarjetas mes a mes - MI PRIMER AÑO",1,2,,8249,https://etiquecosas.ar/wp-content/uploads/2020/01/tarjetones-1.jpg,"Temático",Bosque,,0,,,,,,,,
1408,,"Etiquetas rotuladoras - PERSONALIZADAS",1,,,9900,,"color",MAGENTA,,0,,,,,,,,
1448,,"Etiquetas para frascos chicos CHAPLIN",1,,,8999,,"Modelo","TODOS LOS MODELOS",,0,,,,,,,,
1566,,"TAGS colgantes de cartón",1,,,190000,,"Cantidad","500 tags",,0,,,,,,,,
1603,,"Etiquetas autoadhesivas con tu MARCA. Medidas a elección",1,,,9500,,"SELECCIONAR MEDIDA","5 cm (35 etiquetas)",,0,,,,,,,,
1932,,"Etiquetas para frascos personalizadas - VOS ELEGIS LO QUE DICEN",1,,,9900,https://etiquecosas.ar/wp-content/uploads/2020/07/corona-chica.jpg,"Modelo","CORONA (chicas 21 u.)",,0,,,,,,,,
2454,,"SELLO DE MADERA. Medida chica/mediana",1,,,17780,,"SELECCIONAR TAMAÑO","6 cm",,0,,,,,,,,
2493,,"SELLO DE MADERA. Medidas grandes",1,,,58900,,"SELECCIONAR TAMAÑO","14 cm",,0,,,,,,,,
2496,,"SELLO DE MADERA. Medidas grandes",1,,,48280,,"SELECCIONAR TAMAÑO","13 cm",,0,,,,,,,,
10839,,"Etiquetas para cumpleaños - 3,5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-selva-5cm.jpg,"SELECCIONAR DISEÑO",SELVA,,0,,,,,,,,
11013,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-selva-5cm.jpg,"SELECCIONAR DISEÑO",SELVA,,0,,,,,,,,
13095,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2021/09/gama6.jpg,"Color","MAIZ - CELESTE - AZUL MARINO",,0,,,,,,,,
13861,,"Vinilo para teclado - MEDIDA PERSONALIZADA",1,,,11725,,"SELECCIONAR DISEÑO",NORDICO,,0,,,,,,,,
28780,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2022/04/selva.jpg,"Modelo",SELVA,,0,,,,,,,,
29543,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/08/invitacion-celu-bosque-scaled.jpg,"SELECCIONAR DISEÑO",BOSQUE,,0,,,,,,,,
30739,,"DECORACIÓN CUMPLE | PERRITOS - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,5700,https://etiquecosas.ar/wp-content/uploads/2022/07/combo-perros4.jpeg,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30760,,"DECORACIÓN CUMPLE | LLAMAS - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,5700,,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30777,,"DECORACIÓN CUMPLE | BOSQUE - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,5700,https://etiquecosas.ar/wp-content/uploads/2021/05/combo-bosque.jpg,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30786,,"DECORACIÓN CUMPLE | ESPACIO - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,1830,https://etiquecosas.ar/wp-content/uploads/2021/05/combo-espacio.jpg,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30809,,"DECORACIÓN CUMPLE | CISNES - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,5700,https://etiquecosas.ar/wp-content/uploads/2022/07/combo-cisne2.jpg,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30891,,"DECORACIÓN CUMPLE | DINOSAURIOS - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,7000,,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
30913,,"DECORACIÓN CUMPLE | FLORES - KIT COMPLETO (vasos, platos y guirnalda)",0,0,,5700,https://etiquecosas.ar/wp-content/uploads/2022/07/combo-Floiry.jpg,SELECCIONAR,"KIT COMPLETO (vasos\, platos y guirnalda)",,0,,,,,,,,
31779,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,8100,,"Cantidad","15 LETRAS",,0,"color","MIX DE 2 COLORES",,0,,,,
31919,,"Sellos MOTIVADORES con tintas de colores",1,,,16499,https://etiquecosas.ar/wp-content/uploads/2022/08/lindo-trabajo.jpg,"SELECCIONAR FRASE","¡QUE LINDO TRABAJO! (rojo)",,0,,,,,,,,
31990,,"Etiquetas temáticas SIN DIBUJO",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-lisas-blue.jpg,"Modelo","Sin dibujo BLUE",,0,,,,,,,,
32875,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",D,,0,,,,,,,,
32927,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",D,,0,,,,,,,,
32957,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",D,,0,,,,,,,,
33109,,"Etiquetas decorativas HALLOWEEN",1,9,,500,https://etiquecosas.ar/wp-content/uploads/2022/10/calabaza.jpg,"Modelo",CALABAZA,,0,,,,,,,,
33715,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-lisas-byn.jpg,"Temático","Sin dibujo BLANCO Y NEGRO",,0,,,,,,,,
34534,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",LEON,,0,,,,,,,,
39490,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-rainbow.jpg,"Temático","sin dibujo RAINBOW",,0,,,,,,,,
39507,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-blue.jpg,"Temático","sin dibujo BLUE",,0,,,,,,,,
44745,,"ETIQUETAS PARA ALERGIAS",1,,,3671,https://etiquecosas.ar/wp-content/uploads/2022/12/lacteos-sofi-chas.jpg,"SELECCIONAR ALERGIA",LACTEO,,0,,,,,,,,
48894,,"Botella térmica - 500 ml",1,4,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-matcha.jpg,"color",MATCHA,,0,,,,,,,,
49448,,"Cinta para Rotuladora estilo Vintage",1,15,,5870,https://etiquecosas.ar/wp-content/uploads/2023/04/800616.jpg,"color",VIOLETA,,0,,,,,,,,
51690,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,https://etiquecosas.ar/wp-content/uploads/2023/07/tiracierre-modelo-violeta.jpg,"color",VIOLETA,,0,,,,,,,,
52294,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo FUCSIA - Letra BLANCA",,0,,,,,,,,
52826,,"Bandas de silicona personalizadas. 2 unidades",1,,,19999,,"color BANDA 1",ROSA,,0,"color BANDA 2",,,0,"SELECCIONAR DIBUJO",,,0
59039,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","sin dibujo BLUE",,0,,,,,,,,
66916,,"Botella térmica - 350 ml",0,0,,52400,https://etiquecosas.ar/wp-content/uploads/2024/03/urban-jungle-1.jpg,"Modelo","URBAN KIDS -JUNGLE",,0,,,,,,,,
67659,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",UNICORNIO,,0,,,,,,,,
68791,,"Producto prueba 1 - Verde, Chico",1,,,4250,,Color,Verde,,1,Tamaño,Chico,,1,,,,
68868,,"Etiquetas para frascos VINTAGE - almendras, sésamo, mix de semillas, girasol, pasas de uva",1,32,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/foto-800-px-frasco-vintage-02.png,"Modelo","almendras\, sésamo\, mix de semillas\, girasol\, pasas de uva",,0,,,,,,,,
68895,,"Etiquetas para frascos CHAPLIN VINTAGE - almendras, sésamo, nueces, girasol, lino, pasas de uva",0,0,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/almendras.png,"Modelo","almendras\, sésamo\, nueces\, girasol\, lino\, pasas de uva",,0,,,,,,,,
69123,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2022/06/tag_escudo.jpg,Modelo,"ESCUDO FUTBOL",,1,,,,,,,,
69183,,"Pins para Crocs",1,4,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/Pin-bandera-argentina.jpg,"PINS PARA CROCS","Bandera Argentina",,1,,,,,,,,
69449,,"Porta chupetes de silicona personalizado",1,6,,13900,,Color,Ladrillo,,1,,,,,,,,
70439,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-cursiva-colores-3.jpg,Color,"verde agua -celeste - rojo - verde oscuro",,1,,,,,,,,
70453,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-bold-colores-3.jpg,Color,"verde agua -celeste - rojo - verde oscuro",,1,,,,,,,,
70471,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-imprenta-colores-3.jpg,Color,"verde agua -celeste - rojo - verde oscuro",,1,,,,,,,,
71139,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","6 cm - 24 unidades",,0,,,,,,,,
71876,,"Contenedor plegable apilable Ay-Kasa Mini",1,3,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/warm-taupe-minibox.jpg,"color","Marrón cálido",,0,,,,,,,,
72238,,"COMBO UNIVERSOS | pins + etiquetas",1,,,8799,https://etiquecosas.ar/wp-content/uploads/2022/10/combo-pins-universo-gamer.jpg,"Seleccionar opción","UNIVERSO GAMER",,0,,,,,,,,
73983,,"Tapa sorbetes",1,30,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-CORAZON.png,"SELECCIONAR TAPA SORBETES",corazón,,1,,,,,,,,
74538,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2020/01/gama4.jpg,"Color","TURQUESA - SALMON - NARANJA",,0,,,,,,,,
89474,,"Identificador de mochila - Personalizado",1,,,9000,,"Modelo",Gamer,,0,,,,,,,,
90345,,"Parches bordados planchables",1,5,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/juice.jpg,"Modelos parches",Juice,,1,,,,,,,,
91260,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-capibaras-summer.jpg,"Modelo relieve","CAPIBARAS SUMMER",,1,,,,,,,,
91826,,"Classic Box - Bloque organizador multiuso LEGO®",0,0,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-47.jpg,Color,Celeste,,1,,,,,,,,
91904,,"Botella de Hidratación LEGO® - 500 ml",1,3,,40968,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-botellas-08.jpg,Color,Rojo,,1,,,,,,,,
874,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","SIN TACC",,0,"color",VIOLETA,,0,,,,
968,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2020/01/gama4.jpg,"Color","TURQUESA - SALMON - NARANJA",,0,,,,,,,,
1409,,"Etiquetas rotuladoras - PERSONALIZADAS",1,,,9900,,"color",AMARILLO,,0,,,,,,,,
1604,,"Etiquetas autoadhesivas con tu MARCA. Medidas a elección",1,,,9500,,"SELECCIONAR MEDIDA","6 cm (24 etiquetas)",,0,,,,,,,,
1933,,"Etiquetas para frascos personalizadas - VOS ELEGIS LO QUE DICEN",1,,,9900,https://etiquecosas.ar/wp-content/uploads/2020/07/corona-grande.jpg,"Modelo","CORONA (grandes 9 u.)",,0,,,,,,,,
2455,,"SELLO DE MADERA. Medida chica/mediana",1,,,21090,,"SELECCIONAR TAMAÑO","7 cm",,0,,,,,,,,
9909,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",AVION,,0,,,,,,,,
10840,,"Etiquetas para cumpleaños - 3,5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-espacio.png,"SELECCIONAR DISEÑO",ESPACIO,,0,,,,,,,,
11014,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-espacio.png,"SELECCIONAR DISEÑO",ESPACIO,,0,,,,,,,,
13862,,"Vinilo para teclado - MEDIDA PERSONALIZADA",1,,,11725,,"SELECCIONAR DISEÑO",SKY,,0,,,,,,,,
28781,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2022/04/BOSQUE.png,"Modelo",BOSQUE,,0,,,,,,,,
29544,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/08/invitacion-celu-selva-scaled.jpg,"SELECCIONAR DISEÑO",SELVA,,0,,,,,,,,
30574,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,16200,https://etiquecosas.ar/wp-content/uploads/2022/06/aqua.jpg,"Cantidad","30 LETRAS",,0,"color",AQUA,,0,,,,
31991,,"Etiquetas temáticas SIN DIBUJO",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-rainbow.jpg,"Modelo","Sin dibujo RAINBOW",,0,,,,,,,,
